Site,Morphospecies,Stage,Wings,Obs_ID,Notes
S2_F6_P3,Whitefly,Adult,Yes,876,
S2_F6_P3,Whitefly,Adult,Yes,877,
S2_F6_P3,Whitefly,Adult,Yes,878,
S2_F6_P3,Whitefly,Adult,Yes,879,
S2_F6_P3,Whitefly,Adult,Yes,880,
S2_F6_P3,Whitefly,Adult,Yes,881,
S2_F6_P3,Whitefly,Adult,Yes,882,
S2_F6_P3,Whitefly,Adult,Yes,883,
S2_F6_P3,Whitefly,Adult,Yes,884,
S2_F6_P3,Whitefly,Adult,Yes,885,
S2_F6_P3,Whitefly,Adult,Yes,886,
S2_F6_P3,Whitefly,Adult,Yes,887,
S2_F6_P3,Whitefly,Adult,Yes,888,
S2_F6_P3,Whitefly,Adult,Yes,889,
S2_F6_P3,Whitefly,Adult,Yes,890,
S2_F6_P3,Whitefly,Adult,Yes,891,
S2_F6_P3,Whitefly,Adult,Yes,892,
S2_F6_P3,Whitefly,Adult,Yes,893,
S2_F6_P3,Whitefly,Adult,Yes,894,
S2_F6_P3,Whitefly,Adult,Yes,895,
S2_F6_P3,Whitefly,Adult,Yes,896,
S2_F6_P3,Whitefly,Adult,Yes,897,
S2_F6_P3,Whitefly,Adult,Yes,898,
S2_F6_P3,Whitefly,Adult,Yes,899,
S2_F6_P3,Whitefly,Adult,Yes,900,
S2_F6_P3,Whitefly,Adult,Yes,901,
S2_F6_P3,Whitefly,Adult,Yes,902,
S2_F6_P3,Whitefly,Adult,Yes,903,
S2_F6_P3,Whitefly,Adult,Yes,904,
S2_F6_P3,Whitefly,Adult,Yes,905,
S2_F6_P3,Whitefly,Adult,Yes,906,
S2_F6_P3,Whitefly,Adult,Yes,907,
S2_F6_P3,Whitefly,Adult,Yes,908,
S2_F6_P3,Whitefly,Adult,Yes,909,
S2_F6_P3,Whitefly,Adult,Yes,910,
S2_F6_P3,Whitefly,Adult,Yes,911,
S2_F6_P3,Whitefly,Adult,Yes,912,
S2_F6_P3,Whitefly,Adult,Yes,913,
S2_F6_P3,Whitefly,Adult,Yes,914,
S2_F6_P3,Whitefly,Adult,Yes,915,
S2_F6_P3,Whitefly,Adult,Yes,916,
S2_F6_P3,Whitefly,Adult,Yes,917,
S2_F6_P3,Whitefly,Adult,Yes,918,
S2_F6_P3,Whitefly,Adult,Yes,919,
S2_F6_P3,Whitefly,Adult,Yes,920,
S2_F6_P3,Whitefly,Adult,Yes,921,
S2_F6_P3,Whitefly,Adult,Yes,922,
S2_F6_P3,Whitefly,Adult,Yes,923,
S2_F6_P3,Whitefly,Adult,Yes,924,
S2_F6_P3,Whitefly,Adult,Yes,925,
S2_F6_P3,Whitefly,Adult,Yes,926,
S2_F6_P3,Whitefly,Adult,Yes,927,
S2_F6_P3,Whitefly,Adult,Yes,928,
S2_F6_P3,Whitefly,Adult,Yes,929,
S2_F6_P3,Whitefly,Adult,Yes,930,
S2_F6_P3,Whitefly,Adult,Yes,931,
S2_F6_P3,Whitefly,Adult,Yes,932,
S2_F6_P3,Whitefly,Adult,Yes,933,
S2_F6_P3,Whitefly,Adult,Yes,934,
S2_F6_P3,Whitefly,Adult,Yes,935,
S2_F6_P3,Whitefly,Adult,Yes,936,
S2_F6_P3,Whitefly,Adult,Yes,937,
S2_F6_P3,Whitefly,Adult,Yes,938,
S2_F6_P3,Whitefly,Adult,Yes,939,
S2_F6_P3,Whitefly,Adult,Yes,940,
S2_F6_P3,Whitefly,Adult,Yes,941,
S2_F6_P3,Whitefly,Adult,Yes,942,
S2_F6_P3,Whitefly,Adult,Yes,943,
S2_F6_P3,Whitefly,Adult,Yes,944,
S2_F6_P3,Whitefly,Adult,Yes,945,
S2_F6_P3,Whitefly,Adult,Yes,946,
S2_F6_P3,Whitefly,Adult,Yes,947,
S2_F6_P3,Whitefly,Adult,Yes,948,
S2_F6_P3,Whitefly,Adult,Yes,949,
S2_F6_P3,Whitefly,Adult,Yes,950,
S2_F6_P3,Whitefly,Adult,Yes,951,
S2_F6_P3,Whitefly,Adult,Yes,952,
S2_F6_P3,Whitefly,Adult,Yes,953,
S2_F6_P6,Common_House_Fly,Adult,Yes,954,
S2_F6_P6,Seed_Bugs&Allies_sp.,Adult,Yes,955,
S2_F6_P6,Minute_Brown_Scavenger_Beetle_sp._3,Adult,Yes,956,
S2_F6_P6,Minute_Brown_Scavenger_Beetle_sp._3,Adult,Yes,957,
S2_F6_P6,Non-biting_Midge_Black,Adult,Yes,958,
S2_F6_P6,Hoverfly,Adult,Yes,959,
S2_F6_P6,Whitefly,Adult,Yes,960,
S2_F6_P6,Whitefly,Adult,Yes,961,
S2_F6_P6,Whitefly,Adult,Yes,962,
S2_F6_P6,Whitefly,Adult,Yes,963,
S2_F6_P6,Whitefly,Adult,Yes,964,
S2_F6_P6,Whitefly,Adult,Yes,965,
S2_F6_P6,Whitefly,Adult,Yes,966,
S2_F6_P6,Whitefly,Adult,Yes,967,
S2_F6_P6,Whitefly,Adult,Yes,968,
S2_F6_P6,Whitefly,Adult,Yes,969,
S2_F6_P6,Whitefly,Adult,Yes,970,
S2_F6_P6,Whitefly,Adult,Yes,971,
S2_F6_P6,Whitefly,Adult,Yes,972,
S2_F6_P6,Whitefly,Adult,Yes,973,
S2_F6_P6,Whitefly,Adult,Yes,974,
S2_F6_P6,Whitefly,Adult,Yes,975,
S2_F6_P6,Whitefly,Adult,Yes,976,
S2_F6_P6,Whitefly,Adult,Yes,977,
S2_F6_P6,Whitefly,Adult,Yes,978,
S2_F6_P6,Whitefly,Adult,Yes,979,
S2_F6_P6,Whitefly,Adult,Yes,980,
S2_F6_P6,Whitefly,Adult,Yes,981,
S2_F6_P6,Whitefly,Adult,Yes,982,
S2_F6_P6,Whitefly,Adult,Yes,983,
S2_F6_P6,Whitefly,Adult,Yes,984,
S2_F6_P6,Whitefly,Adult,Yes,985,
S2_F6_P6,Whitefly,Adult,Yes,986,
S2_F6_P6,Whitefly,Adult,Yes,987,
S2_F6_P6,Whitefly,Adult,Yes,988,
S2_F6_P6,Whitefly,Adult,Yes,989,
S2_F6_P6,Whitefly,Adult,Yes,990,
S2_F6_P6,Whitefly,Adult,Yes,991,
S2_F6_P6,Whitefly,Adult,Yes,992,
S2_F6_P6,Whitefly,Adult,Yes,993,
S2_F6_P6,Whitefly,Adult,Yes,994,
S2_F6_P6,Whitefly,Adult,Yes,995,
S2_F6_P6,Whitefly,Adult,Yes,996,
S2_F6_P6,Whitefly,Adult,Yes,997,
S2_F6_P6,Whitefly,Adult,Yes,998,
S2_F6_P6,Whitefly,Adult,Yes,999,
S2_F6_P6,Whitefly,Adult,Yes,1000,
S2_F6_P6,Whitefly,Adult,Yes,1001,
S2_F6_P6,Whitefly,Adult,Yes,1002,
S2_F6_P6,Whitefly,Adult,Yes,1003,
S2_F6_P6,Whitefly,Adult,Yes,1004,
S2_F6_P6,Whitefly,Adult,Yes,1005,
S2_F6_P6,Whitefly,Adult,Yes,1006,
S2_F6_P6,Whitefly,Adult,Yes,1007,
S2_F6_P6,Whitefly,Adult,Yes,1008,
S2_F6_P6,Whitefly,Adult,Yes,1009,
S2_F6_P6,Whitefly,Adult,Yes,1010,
S2_F6_P6,Whitefly,Adult,Yes,1011,
S2_F6_P6,Whitefly,Adult,Yes,1012,
S2_F6_P6,Whitefly,Adult,Yes,1013,
S2_F6_P6,Whitefly,Adult,Yes,1014,
S2_F6_P6,Whitefly,Adult,Yes,1015,
S2_F6_P6,Whitefly,Adult,Yes,1016,
S2_F6_P6,Whitefly,Adult,Yes,1017,
S2_F6_P6,Whitefly,Adult,Yes,1018,
S2_F6_P6,Whitefly,Adult,Yes,1019,
S2_F6_P6,Whitefly,Adult,Yes,1020,
S2_F6_P6,Whitefly,Adult,Yes,1021,
S2_F6_P6,Whitefly,Adult,Yes,1022,
S2_F6_P6,Whitefly,Adult,Yes,1023,
S2_F6_P6,Whitefly,Adult,Yes,1024,
S2_F6_P9,Black_Psylloid,Adult,Yes,1025,
S2_F6_P9,Black_Psylloid,Adult,Yes,1026,
S2_F6_P9,Grasshopper_Medium,Adult,Yes,1027,
S2_F6_P9,Whitefly,Adult,Yes,1028,
S2_F6_P9,Whitefly,Adult,Yes,1029,
S2_F6_P9,Whitefly,Adult,Yes,1030,
S2_F6_P9,Whitefly,Adult,Yes,1031,
S2_F6_P9,Whitefly,Adult,Yes,1032,
S2_F6_P9,Whitefly,Adult,Yes,1033,
S2_F6_P9,Whitefly,Adult,Yes,1034,
S2_F6_P9,Whitefly,Adult,Yes,1035,
S2_F6_P9,Whitefly,Adult,Yes,1036,
S2_F6_P9,Whitefly,Adult,Yes,1037,
S2_F6_P9,Whitefly,Adult,Yes,1038,
S2_F6_P9,Whitefly,Adult,Yes,1039,
S2_F6_P9,Whitefly,Adult,Yes,1040,
S2_F6_P9,Whitefly,Adult,Yes,1041,
S2_F6_P9,Whitefly,Adult,Yes,1042,
S2_F6_P9,Whitefly,Adult,Yes,1043,
S2_F6_P9,Whitefly,Adult,Yes,1044,
S2_F6_P9,Whitefly,Adult,Yes,1045,
S2_F6_P9,Whitefly,Adult,Yes,1046,
S2_F6_P9,Whitefly,Adult,Yes,1047,
S2_F6_P9,Whitefly,Adult,Yes,1048,
S2_F6_P9,Whitefly,Adult,Yes,1049,
S2_F6_P9,Whitefly,Adult,Yes,1050,
S2_F6_P9,Whitefly,Adult,Yes,1051,
S2_F6_P9,Whitefly,Adult,Yes,1052,
S2_F6_P9,Whitefly,Adult,Yes,1053,
S2_F6_P9,Whitefly,Adult,Yes,1054,
S2_F6_P9,Whitefly,Adult,Yes,1055,
S2_F6_P9,Whitefly,Adult,Yes,1056,
S2_F6_P9,Whitefly,Adult,Yes,1057,
S2_F6_P9,Whitefly,Adult,Yes,1058,
S2_F6_P9,Whitefly,Adult,Yes,1059,
S2_F6_P9,Whitefly,Adult,Yes,1060,
S2_F6_P9,Whitefly,Adult,Yes,1061,
S2_F6_P9,Whitefly,Adult,Yes,1062,
S2_F6_P9,Whitefly,Adult,Yes,1063,
S2_F6_P9,Whitefly,Adult,Yes,1064,
S2_F6_P9,Whitefly,Adult,Yes,1065,
S2_F6_P9,Whitefly,Adult,Yes,1066,
S2_F6_P9,Whitefly,Adult,Yes,1067,
S2_F6_P9,Whitefly,Adult,Yes,1068,
S2_F6_P9,Whitefly,Adult,Yes,1069,
S2_F6_P12,Black_Psylloid,Adult,Yes,1070,
S2_F6_P12,Whitefly,Adult,Yes,1071,
S2_F6_P12,Whitefly,Adult,Yes,1072,
S2_F6_P12,Whitefly,Adult,Yes,1073,
S2_F6_P12,Whitefly,Adult,Yes,1074,
S2_F6_P12,Whitefly,Adult,Yes,1075,
S2_F6_P12,Whitefly,Adult,Yes,1076,
S2_F6_P12,Whitefly,Adult,Yes,1077,
S2_F6_P12,Whitefly,Adult,Yes,1078,
S2_F6_P12,Whitefly,Adult,Yes,1079,
S2_F6_P12,Whitefly,Adult,Yes,1080,
S2_F6_P12,Whitefly,Adult,Yes,1081,
S2_F6_P12,Whitefly,Adult,Yes,1082,
S2_F6_P12,Whitefly,Adult,Yes,1083,
S2_F6_P12,Whitefly,Adult,Yes,1084,
S2_F6_P15,Sheet_Dwarf_sp.,Adult,No,1085,
S2_F6_P15,Ray_Orbweaver_sp.,Adult,No,1086,
S2_F6_P15,Minute_Brown_Scavenger_Beetle_sp._3,Adult,Yes,1087,
S2_F6_P15,Whitefly,Adult,Yes,1088,
S2_F6_P15,Whitefly,Adult,Yes,1089,
S2_F6_P15,Whitefly,Adult,Yes,1090,
S2_F6_P15,Whitefly,Adult,Yes,1091,
S2_F6_P15,Whitefly,Adult,Yes,1092,
S2_F6_P15,Whitefly,Adult,Yes,1093,
S2_F6_P15,Whitefly,Adult,Yes,1094,
S2_F6_P15,Whitefly,Adult,Yes,1095,
S2_F6_P15,Whitefly,Adult,Yes,1096,
S2_F6_P15,Whitefly,Adult,Yes,1097,
S2_F6_P15,Whitefly,Adult,Yes,1098,
S2_F6_P15,Whitefly,Adult,Yes,1099,
S2_F6_P15,Whitefly,Adult,Yes,1100,
S2_F6_P15,Whitefly,Adult,Yes,1101,
S2_F6_P15,Whitefly,Adult,Yes,1102,
S2_F6_P18,Orbweaver_Black_White,Adult,No,1103,
S2_F6_P18,Black_Psylloid,Adult,Yes,1104,
S2_F6_P18,Minute_Brown_Scavenger_Beetle_sp._3,Adult,Yes,1105,
S2_F6_P18,Aphid_Orange,Adult,,1106,
S2_F6_P18,Whitefly,Adult,Yes,1107,
S2_F6_P18,Whitefly,Adult,Yes,1108,
S2_F6_P18,Whitefly,Adult,Yes,1109,
S2_F6_P18,Whitefly,Adult,Yes,1110,
S2_F6_P18,Whitefly,Adult,Yes,1111,
S2_F6_P18,Whitefly,Adult,Yes,1112,
S2_F6_P18,Whitefly,Adult,Yes,1113,
S2_F6_P18,Whitefly,Adult,Yes,1114,
S2_F6_P18,Whitefly,Adult,Yes,1115,
S2_F6_P18,Whitefly,Adult,Yes,1116,
S2_F6_P18,Whitefly,Adult,Yes,1117,
S2_F6_P18,Whitefly,Adult,Yes,1118,
S2_F6_P18,Whitefly,Adult,Yes,1119,
S2_F6_P18,Whitefly,Adult,Yes,1120,
S2_F6_P18,Whitefly,Adult,Yes,1121,
S2_F6_P18,Whitefly,Adult,Yes,1122,
S2_F6_P18,Whitefly,Adult,Yes,1123,
S2_F6_P18,Whitefly,Adult,Yes,1124,
S2_F6_P18,Whitefly,Adult,Yes,1125,
S2_F6_P18,Whitefly,Adult,Yes,1126,
S2_F6_P18,Whitefly,Adult,Yes,1127,
S2_F6_P18,Whitefly,Adult,Yes,1128,
S2_F6_P18,Whitefly,Adult,Yes,1129,
S2_F6_P18,Whitefly,Adult,Yes,1130,
S2_F6_P18,Whitefly,Adult,Yes,1131,
S2_F6_P18,Whitefly,Adult,Yes,1132,
S2_F6_P18,Whitefly,Adult,Yes,1133,
S2_F6_P18,Whitefly,Adult,Yes,1134,
S2_F6_P18,Whitefly,Adult,Yes,1135,
S2_F6_P18,Whitefly,Adult,Yes,1136,
S2_F6_P21,Sheet_Dwarf_sp.,Adult,No,1137,
S2_F6_P21,Orb_Weaving_Small,Adult,No,1138,
S2_F6_P21,Brown_Spider,Adult,No,1139,
S2_F6_P21,Minute_Brown_Scavenger_Beetle_sp._3,Adult,Yes,1140,
S2_F6_P21,Hairy_Fungus_Beetle_Sp.,Adult,Yes,1141,
S2_F6_P21,Whitefly,Adult,Yes,1142,
S2_F6_P21,Whitefly,Adult,Yes,1143,
S2_F6_P21,Whitefly,Adult,Yes,1144,
S2_F6_P21,Whitefly,Adult,Yes,1145,
S2_F6_P21,Whitefly,Adult,Yes,1146,
S2_F6_P21,Whitefly,Adult,Yes,1147,
S2_F6_P21,Whitefly,Adult,Yes,1148,
S2_F6_P21,Whitefly,Adult,Yes,1149,
S2_F6_P21,Whitefly,Adult,Yes,1150,
S2_F6_P21,Whitefly,Adult,Yes,1151,
S2_F6_P21,Whitefly,Adult,Yes,1152,
S2_F6_P21,Whitefly,Adult,Yes,1153,
S2_F6_P21,Whitefly,Adult,Yes,1154,
S2_F6_P21,Whitefly,Adult,Yes,1155,
S2_F6_P21,Whitefly,Adult,Yes,1156,
S2_F6_P21,Whitefly,Adult,Yes,1157,
S2_F6_P21,Whitefly,Adult,Yes,1158,
S2_F6_P21,Whitefly,Adult,Yes,1159,
S2_F6_P21,Whitefly,Adult,Yes,1160,
S2_F6_P21,Whitefly,Adult,Yes,1161,
S2_F6_P21,Whitefly,Adult,Yes,1162,
S3_F7_P25,Mosquito_sp._3,Adult,Yes,1163,
S3_F7_P25,Minute_Brown_Scavenger_Beetle_sp._3,Adult,No,1164,
S3_F7_P25,Small_Brown_Spider,Adult,No,1165,
S3_F7_P21,Pale_Spider,Adult,No,1166,
S3_F7_P21,Seed_Bugs&Allies_sp.,Adult,Yes,1167,
S3_F7_P21,Seed_Bugs&Allies_sp.,Adult,Yes,1168,
S3_F7_P21,Seed_Bugs&Allies_sp.,Adult,Yes,1169,
S3_F7_P21,Leaf-curling_Orbweaver_sp.,Adult,No,1170,
S3_F7_P21,Green_Vegetable_Bug,Adult,Yes,1171,
S3_F7_P21,Whitefly,Adult,Yes,1172,
S3_F7_P21,Non-biting_Midge_Sp._1,Adult,Yes,1173,
S3_F7_P21,Common_House_Fly,Adult,Yes,1174,
S3_F7_P17,Green_Vegetable_Bug,Adult,Yes,1175,
S3_F7_P17,Green_Vegetable_Bug,Adult,Yes,1176,
S3_F7_P17,Green_Vegetable_Bug,Adult,Yes,1177,
S3_F7_P17,Medium_Black_Beetle,Adult,Yes,1178,
S3_F7_P17,Whitefly,Adult,Yes,1179,
S3_F7_P13,Whitefly,Adult,Yes,1180,
S3_F7_P13,Whitefly,Adult,Yes,1181,
S3_F7_P13,Whitefly,Adult,Yes,1182,
S3_F7_P13,Aphid_Green,Adult,No,1183,
S3_F7_P13,Aphid_Green,Adult,No,1184,
S3_F7_P13,Dark_Spider,Adult,No,1185,
S3_F7_P9,Green_Vegetable_Bug,Adult,Yes,1186,
S3_F7_P9,Green_Vegetable_Bug,Adult,Yes,1187,
S3_F7_P9,Whitefly,Adult,Yes,1188,
S3_F7_P9,Whitefly,Adult,Yes,1189,
S3_F7_P9,Longlegged_Sac_Spider,Adult,No,1190,
S3_F7_P9,Longlegged_Sac_Spider,Adult,No,1191,
S3_F7_P5,Leaf_Hopper_Pale_Green,Adult,Yes,1192,
S3_F7_P5,Common_House_Fly,Adult,Yes,1193,
S3_F7_P5,Striped_Orb_Weaver,Adult,No,1194,
S3_F7_P5,Dark_Spider,Adult,No,1195,
S3_F7_P5,Pacific_Damsel_Bug,Adult,Yes,1196,
S3_F7_P1,Hoverfly,Adult,Yes,1197,
S3_F7_P1,Lean_Lynx_Spider,Adult,No,1198,
S3_F7_P1,Small_Brown_Spider_3,Adult,No,1199,
S3_F7_P28,Pale_Spider,Adult,No,1200,
S3_F7_P28,Green_Vegetable_Bug,Adult,Yes,1201,
S3_F7_P28,Seed_Bugs&Allies_sp.,Adult,Yes,1202,
S3_F7_P28,Seed_Bugs&Allies_sp.,Adult,Yes,1203,
S3_F7_P24,Pale_Spider_3,Adult,No,1204,
S3_F7_P24,Pale_Spider_2,Adult,No,1205,
S3_F7_P24,Small_Brown_Spider,Adult,No,1206,
S3_F7_P24,Small_Brown_Spider,Adult,No,1207,
S3_F7_P20,Pale_Spider,Adult,No,1208,
S3_F7_P20,Pale_Spider,Adult,No,1209,
S3_F7_P20,Narrow-waisted_Wasp_sp.,Adult,Yes,1210,
S3_F7_P20,Narrow-waisted_Wasp_sp.,Adult,Yes,1211,
S3_F7_P20,Whitefly,Adult,Yes,1212,
S3_F7_P16,Whitefly,Adult,Yes,1213,
S3_F7_P16,Whitefly,Adult,Yes,1214,
S3_F7_P16,Whitefly,Adult,Yes,1215,
S3_F7_P16,Aphid_Green,Adult,No,1216,
S3_F7_P16,Aphid_Green,Adult,No,1217,
S3_F7_P16,Green_Vegetable_Bug,Adult,Yes,1218,
S3_F7_P16,Small_Brown_Spider,Adult,No,1219,
S3_F7_P12,Brown_Moth,Adult,Yes,1220,
S3_F7_P12,Pale_Brown_Spider,Adult,No,1221,
S3_F7_P12,Pale_Spider,Adult,No,1222,
S3_F7_P12,Small_Brown_Spider_3,Adult,No,1223,
S3_F7_P12,Aphid_Green,Adult,No,1224,
S3_F7_P12,Aphid_Green,Adult,No,1225,
S3_F7_P12,Aphid_Green,Adult,No,1226,
S3_F7_P8,Aphid_Green,Adult,No,1227,
S3_F7_P4,Aphid_Green,Adult,No,1228,
S3_F7_P4,Dark_Spider,Adult,No,1229,
S3_F7_P4,Black_Weevil,Adult,No,1230,
S3_F7_P4,Pale_Fly,Adult,Yes,1231,
S3_F7_P27,Aphid_Green,Adult,No,1232,
S3_F7_P27,Aphid_Green,Adult,No,1233,
S3_F7_P27,Aphid_Green,Adult,No,1234,
S3_F7_P27,Aphid_Green,Adult,No,1235,
S3_F7_P27,Aphid_Green,Adult,No,1236,
S3_F7_P27,Whitefly,Adult,Yes,1237,
S3_F7_P27,Whitefly,Adult,Yes,1238,
S3_F7_P27,Whitefly,Adult,Yes,1239,
S3_F7_P27,Whitefly,Adult,Yes,1240,
S3_F7_P27,Mite_sp._2,Adult,No,1241,
S3_F7_P27,Moth_Pupa,Pupa,No,1242,
S3_F7_P27,Spider_Unknown,Adult,No,1243,
S3_F7_P27,Caterpillar_3,Larva,No,1244,
S3_F7_P23,Whitefly,Adult,Yes,1245,
S3_F7_P23,Whitefly,Adult,Yes,1246,
S3_F7_P23,Whitefly,Adult,Yes,1247,
S3_F7_P23,Whitefly,Adult,Yes,1248,
S3_F7_P23,Fly_Orange_2,Adult,Yes,1249,
S3_F7_P23,Brown_Lacewing,Adult,Yes,1250,
S3_F7_P19,Aphid_Green,Adult,No,1251,
S3_F7_P19,Aphid_Green,Adult,No,1252,
S3_F7_P19,Aphid_Green,Adult,No,1253,
S3_F7_P19,Whitefly,Adult,Yes,1254,
S3_F7_P19,Whitefly,Adult,Yes,1255,
S3_F7_P19,Whitefly,Adult,Yes,1256,
S3_F7_P19,Whitefly,Adult,Yes,1257,
S3_F7_P19,Whitefly,Adult,Yes,1258,
S3_F7_P15,Aphid_Green,Adult,No,1259,
S3_F7_P15,Aphid_Green,Adult,No,1260,
S3_F7_P15,Aphid_Green,Adult,No,1261,
S3_F7_P15,Whitefly,Adult,Yes,1262,
S3_F7_P15,Whitefly,Adult,Yes,1263,
S3_F7_P15,Whitefly,Adult,Yes,1264,
S3_F7_P15,Whitefly,Adult,Yes,1265,
S3_F7_P15,Whitefly,Adult,Yes,1266,
S3_F7_P15,Whitefly,Adult,Yes,1267,
S3_F7_P15,Black_Wasp,Adult,Yes,1268,
S3_F7_P15,Black_Wasp,Adult,Yes,1269,
S3_F7_P11,Aphid_Green,Adult,No,1270,
S3_F7_P11,Common_House_Fly,Adult,Yes,1271,
S3_F7_P11,Orb_Weaving_Small,Adult,No,1272,
S3_F7_P11,Black_Wasp,Adult,Yes,1273,
S3_F7_P7,Aphid_Green,Adult,Yes,1274,
S3_F7_P7,Whitefly,Adult,Yes,1275,
S3_F7_P7,Whitefly,Adult,Yes,1276,
S3_F7_P7,Whitefly,Adult,Yes,1277,
S3_F7_P7,Whitefly,Adult,Yes,1278,
S3_F7_P7,Whitefly,Adult,Yes,1279,
S3_F7_P7,Mite_sp._2,Adult,No,1280,
S3_F7_P7,Green_Vegetable_Bug,Adult,Yes,1281,
S3_F7_P7,Common_House_Fly,Adult,Yes,1282,
S3_F7_P7,Angulate_Spotted,Adult,No,1283,
S3_F7_P3,Aphid_Green,Adult,No,1284,
S3_F7_P3,Aphid_Green,Adult,No,1285,
S3_F7_P3,Whitefly,Adult,Yes,1286,
S3_F7_P3,Whitefly,Adult,Yes,1287,
S3_F7_P3,Whitefly,Adult,Yes,1288,
S3_F7_P3,Whitefly,Adult,Yes,1289,
S3_F7_P3,Whitefly,Adult,Yes,1290,
S3_F7_P3,Pale_Spider,Adult,No,1291,
S3_F7_P3,Narrow-waisted_Wasp_sp.,Adult,Yes,1292,
S3_F7_P3,Seed_Bugs&Allies_sp.,Adult,Yes,1293,
S3_F7_P3,Brown_Spider,Adult,No,1294,
S3_F7_P3,Green_Vegetable_Bug,Adult,Yes,1295,
S3_F7_P3,Green_Vegetable_Bug,Adult,Yes,1296,
S3_F7_P3,Red_Fly,Adult,Yes,1297,
S3_F7_P26,Whitefly,Adult,Yes,1298,
S3_F7_P26,Whitefly,Adult,Yes,1299,
S3_F7_P26,Whitefly,Adult,Yes,1300,
S3_F7_P26,Whitefly,Adult,Yes,1301,
S3_F7_P26,Whitefly,Adult,Yes,1302,
S3_F7_P26,Whitefly,Adult,Yes,1303,
S3_F7_P26,Whitefly,Adult,Yes,1304,
S3_F7_P26,Red_Fly,Adult,Yes,1305,
S3_F7_P26,Dark_Brown_Hemi,Adult,Yes,1306,
S3_F7_P22,Whitefly,Adult,Yes,1307,
S3_F7_P22,Whitefly,Adult,Yes,1308,
S3_F7_P22,Whitefly,Adult,Yes,1309,
S3_F7_P22,Whitefly,Adult,Yes,1310,
S3_F7_P22,Whitefly,Adult,Yes,1311,
S3_F7_P22,Whitefly,Adult,Yes,1312,
S3_F7_P22,Whitefly,Adult,Yes,1313,
S3_F7_P22,Whitefly,Adult,Yes,1314,
S3_F7_P22,Whitefly,Adult,Yes,1315,
S3_F7_P22,Aphid_Green,Adult,No,1316,
S3_F7_P22,Aphid_Green,Adult,No,1317,
S3_F7_P22,Aphid_Green,Adult,No,1318,
S3_F7_P22,Pacific_Damsel_Bug,Adult,Yes,1319,
S3_F7_P22,Brown_Spider,Adult,No,1320,
S3_F7_P22,Aphid_Clear,Adult,Yes,1321,
S3_F7_P22,Dark_Brown_Hemi,Adult,Yes,1322,
S3_F7_P22,Dark_Brown_Hemi,Adult,Yes,1323,
S3_F7_P22,Large_Orb_Weaving,Adult,No,1324,
S3_F7_P18,Aphid_Green,Adult,No,1325,
S3_F7_P18,Aphid_Green,Adult,No,1326,
S3_F7_P18,Aphid_Green,Adult,No,1327,
S3_F7_P18,Aphid_Green,Adult,No,1328,
S3_F7_P18,Whitefly,Adult,Yes,1329,
S3_F7_P18,Whitefly,Adult,Yes,1330,
S3_F7_P18,Whitefly,Adult,Yes,1331,
S3_F7_P18,Whitefly,Adult,Yes,1332,
S3_F7_P18,Whitefly,Adult,Yes,1333,
S3_F7_P18,Whitefly,Adult,Yes,1334,
S3_F7_P18,Whitefly,Adult,Yes,1335,
S3_F7_P18,Whitefly,Adult,Yes,1336,
S3_F7_P18,Brown_Spider,Adult,No,1337,
S3_F7_P18,Spider_Unknown,Adult,No,1338,
S3_F7_P18,Small_Brown_Spider,Adult,No,1339,
S3_F7_P14,Green_Vegetable_Bug,Adult,Yes,1340,
S3_F7_P14,Whitefly,Adult,Yes,1341,
S3_F7_P14,Whitefly,Adult,Yes,1342,
S3_F7_P14,Mosquito_sp._3,Adult,Yes,1343,
S3_F7_P10,Whitefly,Adult,Yes,1344,
S3_F7_P10,Whitefly,Adult,Yes,1345,
S3_F7_P10,Aphid_Green,Adult,No,1346,
S3_F7_P10,Green_Vegetable_Bug,Adult,Yes,1347,
S3_F7_P10,Pale_Spider,Adult,No,1348,
S3_F7_P10,Common_House_Fly,Adult,Yes,1349,
S3_F7_P6,Whitefly,Adult,No,1350,
S3_F7_P6,Whitefly,Adult,Yes,1351,
S3_F7_P6,Aphid_Green,Adult,No,1352,
S3_F7_P6,Sheet_Dwarf_Sp. 4,Adult,Yes,1353,
S3_F7_P6,Common_House_Fly,Adult,No,1354,
S3_F7_P6,Black_Jumping_Spider,Adult,Yes,1355,
S3_F7_P2,Whitefly,Adult,Yes,1356,
S3_F7_P2,Spider_Unknown,Adult,No,1357,
S3_F7_P2,Small_Brown_Spider,Adult,No,1358,
S3_F7_P2,Minute_Brown_Scavenger_Beetle_sp._3,Adult,Yes,1359,
S3_F7_P2,Minute_Brown_Scavenger_Beetle_sp._3,Adult,Yes,1360,
S3_F7_P2,Parasitic_Wasp_Grub,Adult,No,1361,
S3_F7_P2,Medium_White_Spider,Adult,No,1362,
S4_F8_P20,Whitefly,Adult,Yes,1363,
S4_F8_P20,Small_Ant_2,Adult,No,1364,
S4_F8_P17,Whitefly,Adult,Yes,1365,
S4_F8_P17,Whitefly,Adult,Yes,1366,
S4_F8_P17,Black_Psylloid,Adult,Yes,1367,
S4_F8_P14,Whitefly,Adult,Yes,1368,
S4_F8_P14,Aphid_Green,Adult,No,1369,
S4_F8_P14,Lynx_Spider_sp.,Adult,No,1370,
S4_F8_P11,Whitefly,Adult,Yes,1371,
S4_F8_P11,Black_Psylloid,Adult,Yes,1372,
